Review,Rating
packaging nice,bintang 5
bgs sesuai pesanan,bintang 5
"Beli langsung di official store mantap. Pengiriman cepat & aman, tidak ada penyok pada kotak. Kondisi barang baik sesuai deskripsi. Respon seller baik. Recomended sel... ",bintang 5
"barangnya masih disegel, packaging aman, berfungsi dengan baik, dapet bonus kepala charger, pas aku beli sebelumnya belom dapet huuhuhhuuuu",bintang 5
"Barang masih segel, pengiriman aman, hp nya berfungsi dengan baik. terimakasih",bintang 5
Niceeeeeee,bintang 5
"Good Quality... 
free Charger.... 
mantap... 
semoga awet....",bintang 5
"asli bersegel over all , mantap",bintang 5
bagus dah,bintang 4
"Sesuai pesanan..
Semoga bisa awet kayak samsung2 sebelumnya..",bintang 5
"Rg sudah diterima,berfungsi dgn baik.tks",bintang 5
"Kokoh, bobot co bgt",bintang 5
"bagus, hanya saja lama samapainya...",bintang 4
"sesuai pesanan ,bagus",bintang 5
"bagus, berfungsi dgn baik, cepat kirim nya",bintang 5
"Barang masih segel packing aman garansi ada adaptor ada charger ada komplit, semoga awet",bintang 5
"brg ori, tdk ada softcase, tdk ada anti gore bawaan.. charger+usb  type c..mantap",bintang 5
network system' yg dideskripsi 5G tapi setelah cek di sistem 4G LTE. Networknya jadinya agak lambat padahal sy di Bandung yg ada jaringan 5G. Jadi sia2 beli tipe ini,bintang 1
Hp dengan kondisi bagus dan pengiriman cepat terima kasih samsung 🥰🥰,bintang 5
"pengiriman cepat, barang sesuai pesanan..",bintang 5
"Ori dong, dpt kepala charger pula, dpt promo jg, dptnya di harga 3,3. pengiriman supet cepat dgn sicepat. 
makasih samsul, loveyou 🩷",bintang 5
"Oke, sudah diunboxing dan dinyalakan, aman. Samsung memang mantap. Makasih dan sukses selaluu",bintang 5
mantapppppp....,bintang 5
"Pengiriman cepat. Hanya saja, HP terkadang macet atau scren gerak-gerak sendiri. Selebihnya bagus",bintang 4
"Barang sudah diterima dan berfungsi dengan baik, packing mantab
kamera jernih, dan free adaptor",bintang 5
"not bad, baru pertama kali beli hp secara online",bintang 5
"alhamdulilah udah mendarat paketnya dan sesuai harapan terimakasih,,",bintang 5
"barangnya bagus, dan pekingan rapi, mantap lah pokoknya ✌️",bintang 5
pesanan telah diterima dengan baik.,bintang 5
"mantafffff, originallllll.....okokokokokokok",bintang 5
"barang msh d segel, original, berfungsi dg baik, pengiriman cepat, packing an ok, .everything ok.",bintang 5
"segel aman & barang terbukti keasliannya.
bergaransi, pengiriman sat set, spesifikasi lengkap.",bintang 5
"respon pembeli cepet, barang asli",bintang 5
apiiik.. apiiik... well done :),bintang 5
"Samsung emang jos, pengiriman cepat barang sesuai.",bintang 5
Terima kasih pesanan sesuai deskripsi dan fast respond. Semoga lancar jaya,bintang 5
Top.. emng ga pernah salah sih samsung free gift kepala charger - klo ga free lumayan bgt kelapa Charger nya 😅,bintang 5
"kualitas barangnya bagus,  packaging super aman, cuma pengiriman lama. padahal sudah pilih next day..  tapi sampai 2 hari",bintang 4
"Barang cepat smapai, packing 3 lapis, produk disegel double, garansi resmi,original, mantabs 👍",bintang 5
barang bagus sesuai deskripsi,bintang 5
"mantap jiwa mempesona. barang bagus, segel pool",bintang 5
Barang sampai,bintang 5
"mantaaap, cepet datengnya",bintang 5
siep..... original,bintang 5
pesanan saya sampai dgn Bagus skli,bintang 5
"barang original, desain bagus, berfungsi baik, semoga awet",bintang 5
barang sesuai. packing aman. bisa digunakan. masih segel. dapat free travel adapter. beli pas diskon. mudah2an awet. thank you seller.,bintang 5
"Barang masih segel pengiriman aman, sesuai deskripsi dapat charger mantap, the best samaung official store",bintang 5
barang ori masih segel,bintang 5
alhamdulillah sdh mendarat dgn selamat. hp aman barang masih tersegel. terima kasih samsung,bintang 5
"ekspedisi lJNE mengecewakan, lambat, melebihi estimasi, tidak profesional, padahal tracking nya sudah sampe ke kota tp tidak di kirim² ke pembeli... setelah di komplain j... ",bintang 1
"slow respon, dan tidak ada kejelasan tentang barang yang di proses, di chat ada pemberitahuan barang tidak bisa dikirim tapi proses kirim barang di aplikasi terus lanjut,... ",bintang 1
"Barang yang dikirim sesuai dengan deskripsi (include head charger), pengiriman aman, semoga barang awet.",bintang 5
Top & rekomend..👍👍,bintang 5
Alhamdulillah hapenya bagua semuanya berfungsi baik. top deh proses pengirimannya sehari. mau up video unboxing gabisa karena max 30 detik. semoga awet hpnya,bintang 5
samsung mah joss,bintang 5
"Barang masih di segel dengan rapih, sangat bagus sekali bermanfaat, semoga awet ya aamiin..
sukses selalu kak..
makasih kak🙏🏻☺️",bintang 5
"barang OK msih tersegel, sudah di coba semua berfungsii",bintang 5
"Barangnya original dan mulus mantap, dipacking dengan rapi jadi aman, tapi kalau mau order jangan di hari Jum'at soalnya Sabtu Minggu gak ada pengiriman, dikirimnya h... ",bintang 5
"Brg tiba sesuai.
5G warna hitam 
Pengiriman agak ketunda krn banjir & krn sabtu minggu toko ga buka",bintang 5
thanks buat seller Samsung official .hpnya Keren semua aman,bintang 5
"hp nya bagus, gak pernah gagal sih kalo langsung beli di stornya
mau di toko orange atau toko hijau asal d stornya langsung di jamin barang original",bintang 5
"Barang sesuai deskripsi, packingnya aman, pengiriman standar. 
Semoga barangnya awet tahan lama.",bintang 5
"Barang sampai dengan selamat dan tidak ada yang rusak. Pengiriman juga relatif cepat, lebih cepat dari estimasi awal",bintang 5
Barang masih di segel pengiriman cepat,bintang 5
"Barang kondisi baik, masih segel dan baru, packing rapih dan pengiriman cepat",bintang 5
pengiriman cepat tidak sampe pukul 16.00,bintang 5
sesuaii pesanan,bintang 5
"pengiriman cepat, packing aman, seller terpercaya, recommended seller",bintang 5
ok sesuai,bintang 5
pengiriman instant agak lambat,bintang 5
"Tokonya sudah amanah, cuma kurirnya ini bermasalah banget. maaf ya saya kasih rating segini, bukan untuk merendahkan toko sih, ini rating buat si kurirnya. paket dalam ke... ",bintang 2
"awalnya ragu buat beli online karna domisili saya yg ada di sulteng, tapi ternyata barangnya bisa sampai dengan aman tanpa ada kendala + admin nya yg selalu fast respon,... ",bintang 5
mantaff packing aman.. pengiriman cepat,bintang 5
"barang diterima dengan kondisi baik, semoga tidak ada kendala,tapi kurirnya kurang rapih, masa rumah lg kosong ga ada kabar apa²,paket main ditinggal diluar rumah, selebi... ",bintang 5
barang masih segel pengiriman cepat sekali...,bintang 5
"Pesanan telah sampai, semoga awet dan bermanfaat untuk hal positif... Terima kasih sukses selalu",bintang 5
Pengiriman cepat Barang sesuai . dah gitu aja,bintang 5
"Barang masih segel aman dg Bublewrap, yakin belanja di Samsung official store",bintang 5
"Barang berfungsi dg baik, masih tersegel, pengiriman aman pake same day 👏🏻",bintang 5
Contoh: Barang masih disegel waktu sampai & ada garansi resminya + Berfungsi dengan baik! Kualitas barang original pasti top.,bintang 5
"Oke hpnya, pengiriman dan packing rapi",bintang 5
Pesanan sudah nyampe Cirebon nih gan. Saya kasih 5 Bintang untuk toko anda. Terima Kasih.....,bintang 5
"mantap, jakarta salatiga cuma 2 hari 👍👍",bintang 5
Hp sudah sampai Terima kasih min 👍🏼,bintang 5
"kemasan sangat baik, jadi paketnya aman, juga cepet sampe,",bintang 5
"segels plastik bening nya sudsb disobek
segel solasi kertas sudah terbuka",bintang 1
barang hilang. sama kurir si cepat.,bintang 1
packing bagus dan aman,bintang 5
"barang & packing sih ok. maklum toko besar, pesanan dikirimnya lama",bintang 5
"mantap, semoga awet",bintang 5
"barang original samsung, masih segel + dapat bonus kepala charger. Rekomended seller pokoknya",bintang 5
Barang original. masih tersegel. HP berfungsi dengan baik. Desain keren. Kelengkapan sesuai deskripsi. Mantapp,bintang 5
"barang ori,pengiriman cepat 👍",bintang 5
"saya beli dengan pengiriman instan (3-5 jam) dengan alasan cuaca buruk, padahal jakarta aman aman saja dan alasan sabtu/minggu libur, padahal kagak urusannya sama gw, bar... ",bintang 1
Mantap....pesanan untuk ke 2 kali benar2 original....kemasan dan kurir ramah...Terima kasih,bintang 5
"barang masih disegel,syg tidak ada casinh tambahan",bintang 4
"keren, masih segel, produk ori",bintang 5
hp sudah sampai. tidak ada cacat atau gores saat pengiriman. seller recomended. semoga awet 🙏🙏,bintang 5
"barangnya ok, spesifikasi bagus sesuai banget dengan harga dan pengiriman ok",bintang 5
"keren sih, barang sesuai foto. sayang karena baru jadi nyari case sama antigores agak susah wkwk",bintang 5
"original..
masih segel
pengiriman cepat dan aman",bintang 5
"mantap HP nya, performa sesuai dengan harga, 👍👍👍",bintang 5
"Pegiriman cepat, packaging bagus.. barang sampai dengan kondisi baik. Terimakasih.",bintang 5
Barangnya original 👍 Kemasan disegel Spesifikasi sesuai Ada garansi resmi Kelengkapan sesuai Barangnya mulus Berfungsi dengan baik,bintang 5
packing rapih.. barang cepat sampai.. respon penjual pun gercep.. semua ok dah..,bintang 5
Ada garansi resmi Kemasan disegel Warna sesuai pesanan Spesifikasi sesuai,bintang 5
sangat puas 👍,bintang 5
overall is good.  Guaranteed by Samsung.,bintang 5
"Alhamdulillah Barang sampe dengan selamat, semoga awet hp nya, untuk hp nya bagus dan untuk pengiriman nya sangat cepat",bintang 5
mantap ka,bintang 5
Barang masih di segel dan resmi samsung,bintang 5
"Barang ori,gwransi resmi samsung",bintang 5
"barang Masih tersegel, aman gaada lecet, sesuai pesanannnnn",bintang 5
"barang masih segel sesuai pesanan, packing baik pelayanan cepat. recomended seller",bintang 5
"barang sesuai pesanan, pengiriman sesuai cepat",bintang 5
ori..,bintang 5
"sangat amanah,. barang dikirim sangat aman.",bintang 5
"packing super duper aman, trusted! official samsung, yeay!!",bintang 5
"All is in good condition
Fast service-bcoz by instant delivery",bintang 5
Barang komplit.pengiriman cepat,bintang 5
"mantab, kiriman cepat cs support monitor paket spesial sebelum weekend, bagus lagi klo bisa di-tracking kirimannya",bintang 5
"Barang datang dengan cepat, respon cepat, sesuai, barang sangat bagus dengan packing yang sangat aman,  barang sesuai dan barang sangat bagus, recommended banget beli dis... ",bintang 5
mantap semoga awet👍,bintang 5
"barang ok pengiriman cepat discount tokped besar
dpt harga 2,66jt.lumayan bisa hemat 340rb sama toko off line di store resmi",bintang 5
"produk sesuai pesanan,,,,ontime",bintang 5
Barang sangat bagus dan memuaskan semoga awet,bintang 5
"Mendarat dengan  Sempurna. semoga awet. 
ori",bintang 5
diterima dengan baik. packing dobel safety barang lancar dipakai semoga awet,bintang 5
mantap...,bintang 5
Sameday 2 hari,bintang 3
"Paling suka pakai samsung
Garansi nya buat saya aman.
Kalau ada apa apa tinggal ke service center.
Semoga banyak fitur harga makin ekonomis ya.
Terima kasih tokped, selle... ",bintang 5
"Terima kasih. barang dan produknya sudah saya terima dalam kondisi baik. Good product, safe packing, fast delivery, recommended seller. No kaleng-kaleng lah pokoknya, Jos... ",bintang 5
Barang bagus sesuai dengan deskripsi... Packing aman...,bintang 5
Resmi bergaransi flash sale dapat murah packing aman,bintang 5
"barang sesuai dan berfungsi dengan baik, mantap",bintang 5
Packing okay.. barang mantabbb.. besok beli lagi..,bintang 5
"Barang nya bagus
Pengiriman cepet,",bintang 5
barang ok . packing ok .,bintang 5
barang aman 👍,bintang 5
"bagus, packing aman, barang mantab, promo mantab hehehehe",bintang 5
bagus ori ada garansinya,bintang 5
"Pertama kali coba pakai fitur tukar tambah, prosesnya praktis jg. Dipesan hari Sabtu, tiba hari Selasa. Kelengkapan aman, dapet kepala charger jg 👍🏼",bintang 5
barang sampe cepet....segel semua...dan semoga awet,bintang 5
"Barang masih disegel, spesifikasi sesuai, ada bonusnya lagi",bintang 5
"Berfungsi dengan sangat baik. kemasan rapi. pengiriman agak lama di kurir mungkin karena promo 10.10 

rekomen seller 👍👍👍",bintang 5
"bagus
asli
resmi
terjamin
murah, berkualitas
promoo
rekomended",bintang 5
"ponsel sampai dengan cepat dan berfungsi dengan baik
maaf ga sempat foto min",bintang 5
👍👍 barang masih di segel sesuai pesanan pengiriman cepat👍👍🙏🙏,bintang 5
"bagus
cepat
murah
harga bersaing
garansi resmi",bintang 5
"Alhamdulillah cepat datang & packingnya rapih mantap
Barang berfungsi baik sesuai ekspektasi, sukses selalu buat seller
Terima kasih mamang kurir & Tokopedia",bintang 5
"barang bagus  mantap  
ori  
packaging rapih",bintang 5
"Produk mantap, pengiriman cepat. Sukses terus Samsung",bintang 5
"Ori, segel, fungsi baik, sejauh ini puas banget. Desainnya keren dan pas di tangan. Layarnya juga bagus, jernih, harga yang terjangkau, Samsung A15 ini worth it banget. C... ",bintang 5
"dus masih disegel dengan baik (segel produsen)
berfungsi dengan baik & ada kartu garansi resminya
barang sesuai pesanan & pengiriman sesuai pesanan H+1",bintang 5
"Barang masih segel, Berfungsi dengan normal... dan Barang sesuai pesanan...",bintang 5
"oengirmna cepat seler responnya cepat oackaging aman barang sesuai dengan deskripsi
semuanya OK",bintang 5
"barang masih segel dan ori, pengemasan sangat rapi dan aman, seller recomended",bintang 5
mantap barang udah ke terima semoga awet gak ada kendala,bintang 5
"Bagus sesuai deskripsi, pengiriman cepat",bintang 5
barang masih segel utuh rapih paking jg jozzz recomend,bintang 5
barang sampai dgn selamat...dan double packing..,bintang 5
"barang bagus origional,masih segel ,,pengiriman cepat,,dijamin keaslian",bintang 5
"Barang sesuai dan dalam kondisi yang baik, Pengiriman cepat dan Packing Rapi. Terima kasih",bintang 5
safely landed and perfectly sealed !,bintang 5
"pengiriman cepat,smoga awet..tq seller",bintang 5
👍👍👍👍👍👍👍👍👍👍👍👍👍,bintang 5
PUAS BANGET,bintang 5
"Recommended sesuai deskripsi 👍
8/256gb cocok utk kebutuhan mobile sehari2 mantap",bintang 5
"sesuai deskripsi, mantab double packing mantab 👍👍",bintang 5
barang masih disegel waktu diterima dan berfungsi dengan baik. semoga awet pake samsung kali ini.,bintang 5
"baraang datang masih di segel , bagus sesuai   packingan juga aman",bintang 5
"barang sesuai,masih segel. pengiriman cepat",bintang 5
"Hpnya bagus, adminnya fast respon dan sangat membantu.",bintang 5
"hp ori ,berfungsi normal,pengiriman ceoat sampai.
recomended",bintang 5
"mantul, ori trusted",bintang 5
sesuai pesanan. masih segel. lengkap hanya saja pengirimanya lama,bintang 4
mantap kali,bintang 5
"Barangnya bagus, mendarat dengan aman, semoga awet. Terima kasih samsung.",bintang 5
Barang Sesuai deskripsi,bintang 5
sesuai pesanan garansi sein,bintang 5
toko nya baik Dan responsif..produknya bagus trimkasih,bintang 5
Bagus hape nya mulus,bintang 5
barang diterima dlm kondisi tersegel dan baik... packing aman dan rapi.. barang sesuai dgn deskripsi.. keren habis.. terima kasih seller yg gercep.. sukses selalu utk sel... ,bintang 5
"sesuai pesanan,,,,original,,,,aman",bintang 5
aku sih yess,bintang 5
barang ORI dan segel .. semoga awet sampai 6 tahun kedepan aamiin,bintang 5
"Barang sampai dengan baik, semoga awet",bintang 5
"Barang masih disegel berikut adaptornya, pokoknya mantap Samsung",bintang 5
"barangnya original resmi, pengiriman sangat cepat dan sesuai pesanan",bintang 5
"barang masih segel, packing bagus dan pengiriman cepat",bintang 5
"Kualitas original samsung, paket diterima dalam keadaan baik",bintang 5
Barang masih disegel dan ada garansi resmi dari samsung. Dapat free charger juga,bintang 5
mantap gak yesel beli barang ini enam jempol,bintang 5
Kualitas Produk Sangat Baik,bintang 5
"barang berfungsi dengan baik 
sesuai pesanan",bintang 5
"barang ok
packing ok",bintang 5
"mantap
bagus
gausah diragukan lagi Samsung mah",bintang 5
"barang sesuai dan semoga awet, pengiriman cepat",bintang 5
Barang seduai pesanan.....packing baik......pengiriman baik dan aman,bintang 5
"mantap.. smua sesuai
packing aman dan cepat",bintang 5
"barangnya baru tersegel, berfungsi baik dan dibungkus aman",bintang 5
"mantap, smg awet. barang lengkap",bintang 5
"handphone berfungsi dengan baik, charger didapatkan sebagai bonus",bintang 5
Barang tergel rapih,bintang 5
Berfungsi dengan baik dan barang original,bintang 5
Barang ori pengemasan baik pengiriman cepat terima kasih,bintang 5
"barang datang dengan selamat,dapet charger free,mantap",bintang 5
"pelayanannya cepat, barang pasti top.
kurirnya juga top nih ga sampe 3 hari , padahal di sulawesi kita. mantaplah.",bintang 5
"barang ori,packing aman ,top makasih banyak",bintang 5
barang aman mulus dan selamat sampai tangan saya.. semoga awet..,bintang 5
di terima dengan baik.. Kondisi lengkap tidak ada kekurangan,bintang 5
"Barang mantep,,sesuai dengan pesanan ,,terima kasih banyak",bintang 5
sampai di luar pulau dengan selamat! 2x beli hp di samsung ofc store selalu puas dan tak mengecewakan! semoga bisa jd BA samsung wkwkwkw,bintang 5
sagat puas,bintang 5
Barang masih di segel dan barang baguss banget sangat recomended,bintang 5
"suka karena warnanya kuning, aku suka kuning",bintang 5
barang original masih segel,bintang 5
"Pengiriman cepat, sudah order ke 2 kalinya mantap terima kasih",bintang 5
original samsung dan berfungsi baik,bintang 5
"bagus, dtgny cepat, msh ak gunain dan alhamdulilaj lancar",bintang 5
"bagus bgt,origial✓",bintang 5
"mantap ini toko, kamis order sabtu udah smpi, jempol 2 utk toko",bintang 5
"barang sesuai dengan pesanan, berfungsi dengan baik",bintang 5
"ke jatim aman, proses packing+ngirimnya cepat, lengkap semua gaada yg kurang. makasih 👍",bintang 5
Bagus bangat pokonya samsung keren abiss dah,bintang 5
"packing rapih, barang diterima baik n lengkap",bintang 5
barangnya sesuai dan mantap,bintang 5
barang segel . original . + dapat bonus charger . seller fast respon. pengiriman cepat.,bintang 5
"fitur keren
spesifikasi elegan 
pengiriman cepat
keaslian 💯% ORIGINAL",bintang 5
"2 kali pesen dan barang sampai dengan baik, pengiriman dan pelayanan seller cukup baik.. The best lah pokoe",bintang 5
"Kurir nya komunikatif
Mantap

Barang sesuai",bintang 5
hp nya bagus,bintang 5
"Barang ori dan masih tersegel, pengiriman cepat, garansi juga. Makasih seller, sukses selalu, foto yang terlampir adalah hasil foto dari kamera samsung A15 ini 👍🏻",bintang 5
"packing aman, ada buble warp nya, ada adpator kepala ,komplit semuaa
hp juga amannn mantapp pokoknya",bintang 5
"Packaging dua lapis dan rapih, bubble wrap rapih, barang aman. Terimakasih samsung. semoga awet 😊",bintang 5
barang ori..sesuai deskripsi..aman..dan cepat,bintang 5
barang sesuai deskripsi dan hidup normal,bintang 5
Semoga ga ada masalah kedepannya nanti,bintang 5
"bagus, sesuai foto, bersegel",bintang 5
"Barang masih segel waktu sampai dan di terima, bagus dan ada garansi nya, original",bintang 5
Barang masih Segel Mantaaaap pokoknya...,bintang 5
ikok brangnya,bintang 5
"barang original
pengiriman tepat waktu kurir nya ramah",bintang 5
barang sesuai pengiraman cepat 👍,bintang 5
"Barang gress, mulus tanpa cacat apapun, original from offical store 💯💯",bintang 5
barang dalam kondisi bagus ORI tersegel dan dapat berfungsi dengan baik,bintang 5
"packing ok. pengiriman tepat waktu. 
paket masih segel. plus power adapter 25W",bintang 5
"Oroginal,
pesanan tanpa kendala,
terima kasih",bintang 5
"sampai masih disegel garansi resmi, respon penjual cepat barang juga sesuai estimasi sampainya",bintang 5
Mantap. Lebih murah dr toko offline. Semoga awet dan warna birunya sesuai keinginan.,bintang 5
Barang masih disegel  sesuai dg pesanan dan pengiriman cepat sampai,bintang 5
"packingnya rapi, barangnya disegel dengan rapi. barang sampai dalam keadaan baik. tadinya sempat ragu mau beli online . thanks ya seller",bintang 5
"barang ok, jos gandos ni rekomendasi ditoko ini",bintang 5
Samsung memang awesome.,bintang 5
Biarkan bintang yg berbicara,bintang 5
GOOD,bintang 5
pengiriman agak lama,bintang 4
baguuuus sukaaa akhirnyaaa hp yg lamaku ngehang trs huhuhu mangkanya beli hehe,bintang 5
masih segel belum dibuka sh....dikirim sesuai pesanan,bintang 5
"maaf ngga bisa melampirkan foto .. 
barang nya bagusss banget .. 
sesuai dengan pesanan",bintang 5
barang masih segel nice pokoke samsung,bintang 5
bbrp x ganti driver dr siang sampe malem paket aman walo abang grabnya menerjang hujan tp tenang udh sy kasih tips kok hehee terimakasih,bintang 5
"barang bagus, original, sayang gak ada bonus soft case hehe, biasanya kalo di official store ada bonusnya 😄😁",bintang 4
"Semoga Awet, untuk keaslianya tidak diragukan lagi",bintang 5
sesuai ekspetasii👍👍,bintang 5
bagus barangnya,bintang 5
"pasanan sesuai, terimakasih.",bintang 5
Barang masih di segel👏 mantap gaada kendala dan yg pasti amanah recomend,bintang 5
"barang bagus berkualitas ,pengiriman cepat tanpa lecet ,packing aman rapih dan ketat, maksh samsung official ,merk samsung memang paling oke dari dulu🥰🥰",bintang 5
bagus semoga awet,bintang 5
"mantap barangnya, pengiriman super cepat, packing aman...seller responsif",bintang 5
alhamdulillah aman,bintang 5
"Barang masih disegel dilengkapi bubblewrapnya juga, aman alhamdulillah. Terima kasih seller",bintang 5
"Terbaik.. Barang mendarat dengan selamat dan pengiriman cepat, mantaappp",bintang 5
bapak saya puas n seneng banget,bintang 5
Kualitas tidak diragukan. Tidak sda kendala sama sekali. Pengiriman aman dan cepat. Makacihh beibbb,bintang 5
"Pengiriman ke purwokerto termasuk lama sampai 5 hari. 
Hp aman, segel, dan dapat chargernya. Hanya saja kok batrenya cepat berkurangnya ya dan hp cepat panas. pemakaian s... ",bintang 4
"Barang nya bagus, sesuai dengan deskripsi dan pesanan. Packingan nya rapi dan aman, hp nya bisa berfungsi dengan baik, warna nya keren.",bintang 5
barangnya original..puas bnget belanja di toko ini..rekomend nih toko..,bintang 5
Sip 👍,bintang 5
"pengiriman cepat, admin fast respon, barang segel, packing rapih, berfungsi normal",bintang 5
"Barang masih di segel, warna sesuai pesanan, dapat eksternal charger nya. Tapi tidak dapat pelindung belakang case hp (softcase) dan anti gores kacanya.
Tapi barang bagus... ",bintang 5
"Sampai dengan selamat, kondisi packing ok, semoga awet selalu",bintang 5
top markotop. bagus banget bah,bintang 5
"Pengiriman kilat, barang top! Terimakasihhhh Samsung!🫶🏻🤍",bintang 5
Terimakasih ya Seller dan Tokopedia,bintang 5
"barang bagus, dan nambah cassan juga",bintang 5
"barang masi disegel ketika sampai, berfungsi dengan baik, kualitas barang original, minusnya kurir perlu direvisi untuk lebi berhati hati lgi terhadap barang konsumen..",bintang 5
"keren mantap & original, thks seller, pengirimannya garcep.",bintang 5
barang masih dalam keadaan tersegel,bintang 5
"Barangnya diterima sangat cepat..
Pengemasan rapi tersegel dengan baik
Diterima dengan kondisi baik..
Terimakasih samsung 🥰🥰",bintang 5
"Barang masih disegel keadaan baik pesen tgl 23 sampe tgl 25 ,tadinya smpet takut barang ya knp2 tapi amannn",bintang 5
maaf. baru kasih ulasan. barang sesuai pesanan,bintang 5
Bagus pengiriman cepat. Oke trusted,bintang 5
alhamdulilah brg sampai dengan selamat,bintang 5
"barang ori, pengiriman cepat dan aman, respons cepat",bintang 5
"Barang masih disegel, no minus, aman, ada garansi + bonus charger terimakasih !",bintang 5
"barang original, berfungsi dengan baik. semoga awet",bintang 5
"sorry... gambar dan video ga sesuai, handphonenya dah langsung di kirim buat adik yg kuliah. over all, bagus semuanya, packingan bagus dan safety.",bintang 5
"brang masih disegel waktu sampai ,dan ada garansi resminya .. hp berfungsi dengan baik .amanah .mantap .thanks",bintang 5
Barangnya ok dan mantap.,bintang 5
"barang sampai dengan selamat. pengiriman reguler, yaaa, namanya aja reguler, ya-kan? hehe. terima kasih, samsung!",bintang 5
Barang ori dan masih di segel,bintang 5
"oke barang sampai sesuai pesanan
packing bable dan aman 
tq..mas ojolnya yang antar paket 
instan,penantian 3x ganti driver...akhirnya",bintang 5
"real pick, ori
pelayanan bagus,pengiriman cepat dan baranh sempurna sesuai expetasi",bintang 5
"barang original, sesuai orderan. packing aman.. pengiriman cepat sekali",bintang 5
"mantap, hp datang cepat, kondisi mulus",bintang 5
barang tersegel original fast respon dari pihak penjual yang imut dan lucu,bintang 5
Mantap nih hp unutng datang tepat waktu,bintang 5
keren. barang bagus pengiriman cpt,bintang 5
"ok..fast response, barang ori, pengiriman cepat",bintang 5
"barang bagus ori , cuman ya ga sesuai ekspetasi aja sama warnanya tp overall oke ko thanks samsung official",bintang 5
"Sameday tidak sesuai janji, katanya GOTO, memble ... rekomen beli di toko sebelah yg gak ada sameday si Goj**",bintang 1
belom di coba,bintang 5
"barang segel, packing bagus, berfungsi dg baik. TOP",bintang 5
"barang bagus, packing aman, bersungsi semua. nb: karena keterbatasan max. durasi video jadi hanya detik-detik hp muncul beserta CHARGER-nya😍",bintang 5
"barang jelas ori, pengiriman cepat
pokoknya samsung fanboy",bintang 5
"fast respon, packing rapi , sesuai dengan deskripsi mantap pelayanan nya , terima kasih bonusnya",bintang 5
alhamdulilah..barang diterima baik. berfungsi sesuai harapan... terima kasih.. josss,bintang 5
"barang mantap, segel amann, cuma lambat di expedisi",bintang 5
"pengiriman cepat & udah diterima, Samsung emang keren",bintang 5
"Barang sampai dlm kondisi baik dan tersegel, pengiriman jg cepat, hp berfungsi dng baik, kualitas bagus dan alhamdulillah dpt free adaptor 😍",bintang 5
recommended 👍,bintang 5
Respon toko cepat tanggap dan segera diproses. Langsung dikirim dan sehari sampai. Sudah dapat charger gratis. Barang datang terbungkus rapi dan masih segel semua. Barang... ,bintang 5
ok sesuai...,bintang 5
"Pelayanan sangat memuaskan, respon dan pengiriman sangat cepat, packing mantap, produk OK, RECOMMENDED SELLER",bintang 5
pengirimannya amanah. dan cepat di proses,bintang 5
"Barang sampai dengan bagus, packing rapih dan pengiriman cepat",bintang 5
"barang masih disegel dan bagus, hanya jasa pengiriman main lempar tidak menekan tombol bell atau memanggil 
jasa pengiriman bisa diganti yg lebih baik",bintang 5
So far so good. Barang diterima dengan baik dan sesuai. Pengiriman jg cepet bgt. Overall topp👌🏻,bintang 5
mantaap,bintang 5
barang nyampe dgn selamat. thx Samsung official n bang kurir,bintang 5
"barang ORI, garansi resmi, packing aman, spek sesuai, warna cakep, dan sehari dateng padahal besok lebaran.",bintang 4
"mantap barang nya ori,,, mudah mudahan awet ya",bintang 5
cepat dan aman yang pasti sesuai,bintang 5
"respon & pengiriman cpt bgt. kmren checkout, hari ini nyampe rumah..",bintang 5
"barang oke, sesuai deskripsi",bintang 5
"Sipp, udh beli yang kedua kalinya, mulus no lecet, semoga awet ya, thanks samsung dan kurir the best kecepetan kirimnya..",bintang 5
"Garansi Resmi, Barang Asli, dan Pengiriman Cepat. Asli Free Adapter",bintang 5
"Sampai dengan selamat, mantap!",bintang 5
✨,bintang 5
"barang nyampe dengan segel yang istimewa, rekomended banget tokonya",bintang 5
REAL GUYS BAGUSS AMAN,bintang 5
barang original sesuai dan pengiriman sangat cepat,bintang 5
barang datang dengan selamat mantap,bintang 5
"Terimakasih packaging aman, all in ok",bintang 5
"datang dengan selamat...hp juga tidak ada error, lancar jaya",bintang 5
"Mantap, pengiriman ke lampung cepet bgt, minggu siang order, rabu pagi udh sampai 👍👍👍

So far good, bening dong, mulus. masih dapat bonus adapter, thanks samsung 😉",bintang 5
sesuai pesanan mudah2an awet,bintang 5
Bagus bgtt,bintang 5
unit diterima dengan lengkap dan baik.. sudah digunakan.. terima kasih seller.. harga bersaing,bintang 5
"Walaupun pengiriman LUAMA BANGET, co 11.11 nyampe 16.11 buset.. 
tapi okelah.. harga bersahabat klo dibanding e commerce lain.. 
pengiriman cukup aman. Tq buat samsung",bintang 5
"kcewa !! dari pertama psen tgl 5 November baru Dateng tgl 14 biasanya tokped paling cpet,,Liat status kurir pertama pke JNT
Uda jalan diganti lagi jadi SICEPAT GK tau ken... ",bintang 3
"Pesanan sudah sampai dengan selamat, walau lempar"" kurir rekomendasi. Terimakasih!",bintang 5
"Bagus,Normal Semoga Awet 👍👍",bintang 5
barang keterima dwngan baik mantaaaaps kakaaa,bintang 5
barang pengemasan rapi dan masih segel,bintang 5
ok . cuma ampun pengirimanya lamanya luar biasa .. ampun,bintang 5
"Bagus, udah bisa dipakai juga",bintang 5
